name,price,address,category,scan_date
DYMO LetraTag 100H Plus Handheld Label Maker for Office or Home,26,https://www.amazon.com/DYMO-LetraTag-Handheld-Label-Office/dp/B000II09IM/ref=sr_1_33?s=electronics&ie=UTF8&qid=1544408522&sr=1-33&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999,Camera & Photo: Electronics,2018-12-08
Texas Instruments BA II Plus Professional Financial Calculator (IIBAPRO/TBL/1L1),43,https://www.amazon.com/Texas-Instruments-IIBAPRO-TBL-1L1/dp/B0001EMLZW/ref=sr_1_34?s=electronics&ie=UTF8&qid=1544408522&sr=1-34&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999,Camera & Photo: Electronics,2018-12-08
"Dynamat 10455 18"" x 32"" x 0.067"" Thick Self-Adhesive Sound Deadener with Xtreme Bulk Pack, (Set of 9)",157,https://www.amazon.com/Dynamat-10455-Self-Adhesive-Deadener-Xtreme/dp/B00020CB2S/ref=sr_1_35?s=electronics&ie=UTF8&qid=1544408522&sr=1-35&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999,Camera & Photo: Electronics,2018-12-08
"Belkin WaveRest Gel Wrist Pad for Keyboards, Black (F8E263-BLK)",5,https://www.amazon.com/Belkin-WaveRest-Wrist-Keyboards-F8E263-BLK/dp/B00004Z5RA/ref=sr_1_36?s=electronics&ie=UTF8&qid=1544408522&sr=1-36&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999,Camera & Photo: Electronics,2018-12-08
"Dual Electronics LU43PB 4 inch 3-Way High Performance Indoor, Outdoor & Bookshelf Studio Monitor Speakers with Swivel Brackets & 100 Watts Peak Power",32,https://www.amazon.com/Dual-Electronics-LU43PB-Performance-Bookshelf/dp/B00081NX5U/ref=sr_1_37?s=electronics&ie=UTF8&qid=1544408522&sr=1-37,Camera & Photo: Electronics,2018-12-08
"Avery Matte Frosted Clear Address Labels for Inkjet Printers, 2"" x 4"", 250 Labels (8663)",16,https://www.amazon.com/Avery-Frosted-Address-Labels-Printers/dp/B000093KW6/ref=sr_1_38?s=electronics&ie=UTF8&qid=1544408522&sr=1-38&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999,Camera & Photo: Electronics,2018-12-08
"Tripp Lite Rackmount Network-Grade PDU Power Strip, 12 Right Angle Outlets Wide-Spaced, 15A, 15ft Cord w/ 5-15P Plug (RS1215-RA)",49,https://www.amazon.com/Tripp-Lite-Network-Grade-Wide-Spaced-RS1215-RA/dp/B00006B834/ref=sr_1_39?s=electronics&ie=UTF8&qid=1544408522&sr=1-39&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999,Camera & Photo: Electronics,2018-12-08
"Uniden PRO520XL Pro Series 40-Channel CB Radio, Compact Design, ANL Switch and PA/CB Switch, 7 Watts of Audio Output and Instant Emergency Channel 9",43,https://www.amazon.com/Uniden-PRO520XL-40-Channel-Compact-Emergency/dp/B00004VXNI/ref=sr_1_40?s=electronics&ie=UTF8&qid=1544408522&sr=1-40&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999,Camera & Photo: Electronics,2018-12-08
Epson Stylus C88+ Inkjet Printer Color 5760 x 1440 dpi Print Plain Paper Print Desktop Model C11C617121,107,https://www.amazon.com/Epson-Stylus-Printer-Desktop-C11C617121/dp/B000FSOZE4/ref=sr_1_41?s=electronics&ie=UTF8&qid=1544408522&sr=1-41&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999,Camera & Photo: Electronics,2018-12-08
"Mercer Culinary Genesis Forged Santoku Knife, 7 Inch",29,https://www.amazon.com/dp/B000IBVD4I,Camera & Photo: Electronics,2018-12-08
